provider,category,product,service_type,region_code,region_name,sku_or_plan,cpu_vcpu,memory_gb,storage_gb,gpu,price_amount,price_unit,currency,billing_basis,notes,source_url,fetched_at
Firebase,database,Cloud Firestore,document_database,global,Global,Blaze document writes,,,,none,0.18,100k writes,USD,pay_as_you_go,Firestore operation prices vary by location and database edition; verify current official pricing.,https://cloud.google.com/firestore/pricing,2026-05-11
Firebase,database,Cloud Firestore,document_database,global,Global,Blaze document deletes,,,,none,0.02,100k deletes,USD,pay_as_you_go,Firestore operation prices vary by location and database edition; verify current official pricing.,https://cloud.google.com/firestore/pricing,2026-05-11
Firebase,database,Cloud Firestore,document_database,global,Global,Blaze stored data,,,,none,0.18,GiB-month,USD,pay_as_you_go,Firestore storage price sample; varies by location and edition.,https://cloud.google.com/firestore/pricing,2026-05-11
MongoDB,database,MongoDB Atlas,document_database,global,Global,M20,2,4,20,none,0.20,hour,USD,dedicated_cluster,Dedicated cluster sample; actual price varies by cloud provider and region.,https://www.mongodb.com/pricing,2026-05-11
MongoDB,database,MongoDB Atlas,document_database,global,Global,M30,2,8,40,none,0.54,hour,USD,dedicated_cluster,Dedicated cluster sample; actual price varies by cloud provider and region.,https://www.mongodb.com/pricing,2026-05-11
MongoDB,database,MongoDB Atlas,document_database,global,Global,M40,4,16,80,none,1.04,hour,USD,dedicated_cluster,Dedicated cluster sample; actual price varies by cloud provider and region.,https://www.mongodb.com/pricing,2026-05-11
MongoDB,database,MongoDB Atlas,document_database,global,Global,M50,8,32,160,none,2.00,hour,USD,dedicated_cluster,Dedicated cluster sample; actual price varies by cloud provider and region.,https://www.mongodb.com/pricing,2026-05-11
MongoDB,database,MongoDB Atlas,document_database,global,Global,M60,16,64,320,none,3.95,hour,USD,dedicated_cluster,Dedicated cluster sample; actual price varies by cloud provider and region.,https://www.mongodb.com/pricing,2026-05-11
Railway,backend,Railway Services,backend_service,global,Global,Free resource cap,1,0.5,,none,0,month,USD,plan_limit,Official pricing page notes up to 1 vCPU and 0.5 GB RAM per service on free/trial usage.,https://railway.com/pricing,2026-05-11
Railway,backend,Railway Services,backend_service,global,Global,Usage based service,,,,none,,minute,USD,usage_based,Railway pricing charges by minute for vCPU and memory resources after plan credits; exact unit rates should be checked in dashboard/docs.,https://docs.railway.com/reference/workspaces,2026-05-11
Netlify,web_instant,Netlify Platform,web_site,global,Global,Production deploy,,,,none,15,credits,NETLIFY_CREDIT,usage_credit,Production deploys consume usage credits according to official pricing page.,https://www.netlify.com/pricing/,2026-05-11
Netlify,web_instant,Netlify Platform,web_site,global,Global,Enterprise,,,,none,,month,USD,custom,Enterprise plan is custom pricing with SLA and enterprise features.,https://www.netlify.com/pricing/,2026-05-11
Vercel,web_instant,Vercel Platform,web_app,global,Global,Fast Data Transfer,,,,none,,GB,USD,usage_based,Fast Data Transfer is a key billable networking metric; active regional price should be checked on current pricing page.,https://vercel.com/docs/pricing/networking,2026-05-11
Vercel,web_instant,Vercel Platform,web_app,global,Global,Function Duration,,,,none,,GB-hour,USD,usage_based,Function duration is billed as usage beyond included plan amounts; verify current regional pricing.,https://vercel.com/pricing,2026-05-11
Vercel,web_instant,Vercel Platform,web_app,global,Global,Edge Requests,,,,none,,request,USD,usage_based,Edge request usage can affect bills; verify current included quota and overage pricing.,https://vercel.com/pricing,2026-05-11
AWS,cloud_major,Amazon EC2,vm,us-east-1,US East N Virginia,t3.micro,2,1,,none,,hour,USD,on_demand_linux,Region comparison row; query AWS pricing API for exact active rate.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/using-price-list-query-api.html,2026-05-11
AWS,cloud_major,Amazon EC2,vm,us-east-1,US East N Virginia,t3.small,2,2,,none,,hour,USD,on_demand_linux,Region comparison row; query AWS pricing API for exact active rate.,https://aws.amazon.com/ec2/pricing/on-demand/,2026-05-11
AWS,cloud_major,Amazon EC2,vm,us-east-1,US East N Virginia,t3.medium,2,4,,none,,hour,USD,on_demand_linux,Region comparison row; query AWS pricing API for exact active rate.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2026-05-11
AWS,cloud_major,Amazon EC2,vm,us-east-1,US East N Virginia,m7g.xlarge,4,16,,none,,hour,USD,on_demand_linux,General purpose region comparison row; query pricing API for exact rate.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/using-price-list-query-api.html,2026-05-11
AWS,cloud_major,Amazon EC2,vm,eu-west-1,EU Ireland,t3.micro,2,1,,none,,hour,USD,on_demand_linux,EU region comparison row; query AWS pricing API for exact active rate.,https://aws.amazon.com/ec2/pricing/on-demand/,2026-05-11
AWS,cloud_major,Amazon EC2,vm,eu-west-1,EU Ireland,t3.small,2,2,,none,,hour,USD,on_demand_linux,EU region comparison row; query AWS pricing API for exact active rate.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/using-price-list-query-api.html,2026-05-11
AWS,cloud_major,Amazon EC2,vm,eu-west-1,EU Ireland,m7g.large,2,8,,none,,hour,USD,on_demand_linux,EU general purpose row; query pricing API for exact rate.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2026-05-11
AWS,cloud_major,Amazon EC2,vm,ap-southeast-3,Asia Pacific Jakarta,t4g.micro,2,1,,none,,hour,USD,on_demand_linux,Jakarta region sample; query pricing API for exact active rate.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/using-price-list-query-api.html,2026-05-11
AWS,cloud_major,Amazon EC2,vm,ap-southeast-3,Asia Pacific Jakarta,t4g.small,2,2,,none,,hour,USD,on_demand_linux,Jakarta region sample; query pricing API for exact active rate.,https://aws.amazon.com/ec2/pricing/on-demand/,2026-05-11
AWS,cloud_major,Amazon EC2,vm,ap-southeast-3,Asia Pacific Jakarta,m7g.large,2,8,,none,,hour,USD,on_demand_linux,Jakarta general purpose row; query pricing API for exact rate.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/using-price-list-query-api.html,2026-05-11
AWS,cloud_major,Amazon EC2,vm,ap-southeast-3,Asia Pacific Jakarta,c7g.large,2,4,,none,,hour,USD,on_demand_linux,Jakarta compute optimized row; query pricing API for exact rate.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2026-05-11
AWS,cloud_major,Amazon RDS,database,ap-southeast-1,Asia Pacific Singapore,db.t4g.micro,2,1,,none,,hour,USD,on_demand,"RDS instance pricing varies by engine, storage, license, deployment, and region; query AWS Price List API.",https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/using-price-list-query-api.html,2026-05-11
AWS,cloud_major,Amazon RDS,database,ap-southeast-1,Asia Pacific Singapore,db.t4g.small,2,2,,none,,hour,USD,on_demand,RDS small database row; check pricing API for selected engine and storage.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2026-05-11
AWS,cloud_major,Amazon RDS,database,ap-southeast-1,Asia Pacific Singapore,db.m7g.large,2,8,,none,,hour,USD,on_demand,RDS general purpose row; check pricing API for selected engine and storage.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/using-price-list-query-api.html,2026-05-11
AWS,cloud_major,AWS Lambda,serverless_function,us-east-1,US East N Virginia,512MB-memory,,0.5,,none,,GB-second + request,USD,on_demand,Lambda region comparison row; check pricing API for exact request and duration rates.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/price-changes.html,2026-05-11
AWS,cloud_major,AWS Lambda,serverless_function,ap-southeast-3,Asia Pacific Jakarta,1024MB-memory,,1,,none,,GB-second + request,USD,on_demand,Lambda Jakarta sample; check pricing API for exact request and duration rates.,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/using-price-list-query-api.html,2026-05-11
Azure,cloud_major,Azure Virtual Machines,vm,eastus,East US,Standard_B1s,1,1,,none,,hour,USD,consumption_linux,Region comparison row; use Azure Retail Prices API for current price.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Azure Virtual Machines,vm,eastus,East US,Standard_B2s,2,4,,none,,hour,USD,consumption_linux,Region comparison row; use Azure Retail Prices API for current price.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Azure Virtual Machines,vm,eastus,East US,Standard_D2s_v5,2,8,,none,,hour,USD,consumption_linux,Region comparison row; use Azure Retail Prices API for current price.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Azure Virtual Machines,vm,eastus,East US,Standard_D4s_v5,4,16,,none,,hour,USD,consumption_linux,Region comparison row; use Azure Retail Prices API for current price.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Azure Virtual Machines,vm,japaneast,Japan East,Standard_B1s,1,1,,none,,hour,USD,consumption_linux,Japan region sample; use Azure Retail Prices API for current price.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Azure Virtual Machines,vm,japaneast,Japan East,Standard_B2s,2,4,,none,,hour,USD,consumption_linux,Japan region sample; use Azure Retail Prices API for current price.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Azure Virtual Machines,vm,japaneast,Japan East,Standard_D2s_v5,2,8,,none,,hour,USD,consumption_linux,Japan region sample; use Azure Retail Prices API for current price.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Azure Container Apps,container,southeastasia,Southeast Asia,0.5vCPU-1GiB,0.5,1,,none,,vCPU-second + GiB-second,USD,consumption,Container Apps consumption pricing varies by workload profile and region; check Azure pricing API/calculator.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Azure Container Apps,container,southeastasia,Southeast Asia,1vCPU-2GiB,1,2,,none,,vCPU-second + GiB-second,USD,consumption,Container Apps sample; check Azure pricing API/calculator for exact regional rate.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Azure Container Apps,container,southeastasia,Southeast Asia,2vCPU-4GiB,2,4,,none,,vCPU-second + GiB-second,USD,consumption,Container Apps sample for larger API workloads; check pricing API/calculator.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Azure SQL Database,database,southeastasia,Southeast Asia,Basic 5 DTU,,,2,none,,month,USD,consumption,"Azure SQL pricing varies by DTU/vCore model, storage, backup, and region; check Retail Prices API.",https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
Azure,cloud_major,Azure SQL Database,database,southeastasia,Southeast Asia,Standard S0 10 DTU,,,250,none,,month,USD,consumption,Azure SQL sample row; check Retail Prices API for exact active price.,https://learn.microsoft.com/en-us/rest/api/cost-management/retail-prices/azure-retail-prices,2026-05-11
GCP,cloud_major,Compute Engine,vm,us-central1,US Central Iowa,e2-micro,2,1,,none,,hour,USD,on_demand_linux,Region comparison row; check official pricing API/table.,https://cloud.google.com/compute/all-pricing,2026-05-11
GCP,cloud_major,Compute Engine,vm,us-central1,US Central Iowa,e2-small,2,2,,none,,hour,USD,on_demand_linux,Region comparison row; check official pricing API/table.,https://cloud.google.com/compute/docs/general-purpose-machines,2026-05-11
GCP,cloud_major,Compute Engine,vm,us-central1,US Central Iowa,e2-standard-2,2,8,,none,,hour,USD,on_demand_linux,Region comparison row; check official pricing API/table.,https://cloud.google.com/billing/docs/reference/pricing-api/rest,2026-05-11
GCP,cloud_major,Compute Engine,vm,asia-southeast1,Singapore,e2-micro,2,1,,none,,hour,USD,on_demand_linux,Singapore region row; check official pricing API/table.,https://cloud.google.com/compute/all-pricing,2026-05-11
GCP,cloud_major,Compute Engine,vm,asia-southeast1,Singapore,e2-small,2,2,,none,,hour,USD,on_demand_linux,Singapore region row; check official pricing API/table.,https://cloud.google.com/compute/docs/general-purpose-machines,2026-05-11
GCP,cloud_major,Compute Engine,vm,asia-southeast1,Singapore,e2-standard-2,2,8,,none,,hour,USD,on_demand_linux,Singapore region row; check official pricing API/table.,https://cloud.google.com/billing/docs/reference/pricing-api/rest,2026-05-11
GCP,cloud_major,Compute Engine,vm,asia-northeast1,Tokyo,e2-small,2,2,,none,,hour,USD,on_demand_linux,Tokyo region row; check official pricing API/table.,https://cloud.google.com/compute/all-pricing,2026-05-11
GCP,cloud_major,Cloud SQL,database,asia-southeast2,Jakarta,db-f1-micro,1,0.6,,none,,hour,USD,on_demand,"Cloud SQL pricing varies by engine, edition, storage, HA, backup, and region; check pricing API/calculator.",https://cloud.google.com/billing/docs/reference/pricing-api/rest,2026-05-11
GCP,cloud_major,Cloud SQL,database,asia-southeast2,Jakarta,db-g1-small,1,1.7,,none,,hour,USD,on_demand,Cloud SQL sample row; check pricing API/calculator for exact rate.,https://cloud.google.com/billing/docs/reference/pricing-api/rest,2026-05-11
GCP,cloud_major,Cloud SQL,database,asia-southeast2,Jakarta,db-custom-2-7680,2,7.5,,none,,hour,USD,on_demand,Cloud SQL custom machine sample; check pricing API/calculator for exact rate.,https://cloud.google.com/billing/docs/reference/pricing-api/rest,2026-05-11
DigitalOcean,cloud_major,Droplets,vm,nyc3,New York 3,s-1vcpu-1gb,1,1,25,none,0.00893,hour,USD,on_demand,Region comparison row; DigitalOcean Droplet price is listed on official pricing page.,https://www.digitalocean.com/pricing/droplets,2026-05-11
DigitalOcean,cloud_major,Droplets,vm,nyc3,New York 3,s-2vcpu-4gb,2,4,80,none,0.03571,hour,USD,on_demand,Region comparison row for app/backend deploy.,https://www.digitalocean.com/pricing/droplets,2026-05-11
DigitalOcean,cloud_major,Droplets,vm,lon1,London,s-1vcpu-1gb,1,1,25,none,0.00893,hour,USD,on_demand,Region comparison row; DigitalOcean Droplet price is listed on official pricing page.,https://www.digitalocean.com/pricing/droplets,2026-05-11
DigitalOcean,cloud_major,Droplets,vm,fra1,Frankfurt,s-1vcpu-2gb,1,2,50,none,0.01786,hour,USD,on_demand,Region comparison row for small apps.,https://www.digitalocean.com/pricing/droplets,2026-05-11
DigitalOcean,cloud_major,Droplets,vm,blr1,Bangalore,s-2vcpu-2gb,2,2,60,none,0.02679,hour,USD,on_demand,Region comparison row for India/South Asia deploy.,https://www.digitalocean.com/pricing/droplets,2026-05-11
DigitalOcean,cloud_major,App Platform,container,global,Global,basic-m,2,4,,none,40,month,USD,managed_paas,App Platform component size; billed per second with one-minute minimum.,https://docs.digitalocean.com/products/app-platform/details/pricing/,2026-05-11
DigitalOcean,cloud_major,App Platform,container,global,Global,professional-xs,1,1,,none,12,month,USD,managed_paas,Professional app service size with manual scaling.,https://docs.digitalocean.com/products/app-platform/details/pricing/,2026-05-11
DigitalOcean,cloud_major,App Platform,container,global,Global,professional-s,1,2,,none,25,month,USD,managed_paas,Professional app service size for small apps.,https://docs.digitalocean.com/products/app-platform/details/pricing/,2026-05-11
DigitalOcean,cloud_major,App Platform,container,global,Global,professional-m,2,4,,none,50,month,USD,managed_paas,Professional app service size for production apps.,https://docs.digitalocean.com/products/app-platform/details/pricing/,2026-05-11
DigitalOcean,cloud_major,App Platform,container,global,Global,professional-l,2,8,,none,150,month,USD,managed_paas,Dedicated CPU App Platform size with autoscaling.,https://docs.digitalocean.com/products/app-platform/details/pricing/,2026-05-11
